ccaa,anyo,quarter,variable,valor
País Vasco,2007,2,superficie_miles_m2,632.2
País Vasco,2007,3,superficie_miles_m2,514.2804199999999
País Vasco,2007,4,superficie_miles_m2,504.2
País Vasco,2008,1,superficie_miles_m2,381.4
País Vasco,2008,2,superficie_miles_m2,361.0
País Vasco,2008,3,superficie_miles_m2,287.1
País Vasco,2008,4,superficie_miles_m2,371.86
País Vasco,2009,1,superficie_miles_m2,303.67
País Vasco,2009,2,superficie_miles_m2,251.84
País Vasco,2009,3,superficie_miles_m2,215.69
País Vasco,2009,4,superficie_miles_m2,185.48
País Vasco,2010,1,superficie_miles_m2,128.67
País Vasco,2010,2,superficie_miles_m2,251.56
País Vasco,2010,3,superficie_miles_m2,193.33
País Vasco,2010,4,superficie_miles_m2,186.43
País Vasco,2011,1,superficie_miles_m2,137.86
País Vasco,2011,2,superficie_miles_m2,195.81
País Vasco,2011,3,superficie_miles_m2,86.22
País Vasco,2011,4,superficie_miles_m2,140.41
País Vasco,2012,1,superficie_miles_m2,124.76
País Vasco,2012,2,superficie_miles_m2,353.12
País Vasco,2012,3,superficie_miles_m2,65.12
País Vasco,2012,4,superficie_miles_m2,221.75
País Vasco,2013,1,superficie_miles_m2,39.96
País Vasco,2013,2,superficie_miles_m2,216.13
País Vasco,2013,3,superficie_miles_m2,120.24
País Vasco,2013,4,superficie_miles_m2,230.22
País Vasco,2014,1,superficie_miles_m2,45.49
País Vasco,2014,2,superficie_miles_m2,205.3
País Vasco,2014,3,superficie_miles_m2,164.89
País Vasco,2014,4,superficie_miles_m2,162.33
País Vasco,2016,1,superficie_miles_m2,136.75
País Vasco,2016,2,superficie_miles_m2,80.59
País Vasco,2016,3,superficie_miles_m2,100.16
País Vasco,2016,4,superficie_miles_m2,149.56
País Vasco,2017,1,superficie_miles_m2,183.9
País Vasco,2017,2,superficie_miles_m2,155.66
País Vasco,2017,3,superficie_miles_m2,113.89
País Vasco,2017,4,superficie_miles_m2,192.46
País Vasco,2018,1,superficie_miles_m2,138.8
País Vasco,2018,2,superficie_miles_m2,118.6
País Vasco,2018,3,superficie_miles_m2,96.42
País Vasco,2018,4,superficie_miles_m2,171.51
País Vasco,2019,1,superficie_miles_m2,146.9
País Vasco,2019,2,superficie_miles_m2,667.31
País Vasco,2019,3,superficie_miles_m2,207.99
País Vasco,2019,4,superficie_miles_m2,214.2
País Vasco,2020,1,superficie_miles_m2,298.33
País Vasco,2020,2,superficie_miles_m2,68.16
País Vasco,2020,3,superficie_miles_m2,109.11
País Vasco,2020,4,superficie_miles_m2,282.16
País Vasco,2021,1,superficie_miles_m2,148.85
País Vasco,2021,2,superficie_miles_m2,193.25
País Vasco,2021,3,superficie_miles_m2,100.08
País Vasco,2021,4,superficie_miles_m2,186.79
País Vasco,2022,1,superficie_miles_m2,548.49
País Vasco,2022,2,superficie_miles_m2,211.99
País Vasco,2022,3,superficie_miles_m2,73.56
País Vasco,2022,4,superficie_miles_m2,167.24
País Vasco,2023,1,superficie_miles_m2,109.77
País Vasco,2023,2,superficie_miles_m2,152.94
País Vasco,2023,3,superficie_miles_m2,115.21
País Vasco,2023,4,superficie_miles_m2,145.66
País Vasco,2024,1,superficie_miles_m2,260.25
País Vasco,2024,2,superficie_miles_m2,294.0
País Vasco,2024,3,superficie_miles_m2,53.84
País Vasco,2024,4,superficie_miles_m2,58.49
País Vasco,2025,1,superficie_miles_m2,131.86
País Vasco,2025,2,superficie_miles_m2,145.98
País Vasco,2025,3,superficie_miles_m2,106.62
País Vasco,2025,4,superficie_miles_m2,174.3
País Vasco,2026,1,superficie_miles_m2,65.79
País Vasco,2026,2,superficie_miles_m2,-62.3
País Vasco,2026,3,superficie_miles_m2,-50.1
"Rioja, La",2004,1,superficie_miles_m2,224.4
"Rioja, La",2004,2,superficie_miles_m2,135.7
"Rioja, La",2004,3,superficie_miles_m2,173.8
"Rioja, La",2004,4,superficie_miles_m2,236.0
"Rioja, La",2005,1,superficie_miles_m2,143.5
"Rioja, La",2005,2,superficie_miles_m2,244.2
"Rioja, La",2005,3,superficie_miles_m2,321.5
"Rioja, La",2005,4,superficie_miles_m2,173.7
"Rioja, La",2006,1,superficie_miles_m2,143.2
"Rioja, La",2006,2,superficie_miles_m2,208.3
"Rioja, La",2006,3,superficie_miles_m2,172.9
"Rioja, La",2006,4,superficie_miles_m2,273.2
"Rioja, La",2007,1,superficie_miles_m2,173.2
"Rioja, La",2007,2,superficie_miles_m2,180.3
"Rioja, La",2007,3,superficie_miles_m2,154.34101
"Rioja, La",2007,4,superficie_miles_m2,107.1
"Rioja, La",2008,1,superficie_miles_m2,51.2
"Rioja, La",2008,2,superficie_miles_m2,121.7
"Rioja, La",2008,3,superficie_miles_m2,120.24
"Rioja, La",2008,4,superficie_miles_m2,87.54
"Rioja, La",2009,1,superficie_miles_m2,36.4
"Rioja, La",2009,2,superficie_miles_m2,30.61
"Rioja, La",2009,3,superficie_miles_m2,23.25
"Rioja, La",2009,4,superficie_miles_m2,42.25
"Rioja, La",2010,1,superficie_miles_m2,39.66
"Rioja, La",2010,2,superficie_miles_m2,45.41
"Rioja, La",2010,3,superficie_miles_m2,36.46
"Rioja, La",2010,4,superficie_miles_m2,34.36
"Rioja, La",2011,1,superficie_miles_m2,14.02
"Rioja, La",2011,2,superficie_miles_m2,45.47
"Rioja, La",2011,3,superficie_miles_m2,27.9
"Rioja, La",2011,4,superficie_miles_m2,12.01
"Rioja, La",2012,1,superficie_miles_m2,20.82
"Rioja, La",2012,2,superficie_miles_m2,34.95
"Rioja, La",2012,3,superficie_miles_m2,16.15
"Rioja, La",2012,4,superficie_miles_m2,25.94
"Rioja, La",2013,1,superficie_miles_m2,23.75
"Rioja, La",2013,2,superficie_miles_m2,16.1
"Rioja, La",2013,3,superficie_miles_m2,9.5
"Rioja, La",2013,4,superficie_miles_m2,62.44
"Rioja, La",2014,1,superficie_miles_m2,35.09
"Rioja, La",2014,2,superficie_miles_m2,21.15
"Rioja, La",2014,3,superficie_miles_m2,65.54
"Rioja, La",2014,4,superficie_miles_m2,45.89
"Rioja, La",2016,1,superficie_miles_m2,24.13
"Rioja, La",2016,2,superficie_miles_m2,29.04
"Rioja, La",2016,3,superficie_miles_m2,48.49
"Rioja, La",2016,4,superficie_miles_m2,141.31
"Rioja, La",2017,1,superficie_miles_m2,12.35
"Rioja, La",2017,2,superficie_miles_m2,17.94
"Rioja, La",2017,3,superficie_miles_m2,53.12
"Rioja, La",2017,4,superficie_miles_m2,71.6
"Rioja, La",2018,1,superficie_miles_m2,20.69
"Rioja, La",2018,2,superficie_miles_m2,37.1
"Rioja, La",2018,3,superficie_miles_m2,13.19
"Rioja, La",2018,4,superficie_miles_m2,28.62
"Rioja, La",2019,1,superficie_miles_m2,42.2
"Rioja, La",2019,2,superficie_miles_m2,38.11
"Rioja, La",2019,3,superficie_miles_m2,69.44
"Rioja, La",2019,4,superficie_miles_m2,47.95
"Rioja, La",2020,1,superficie_miles_m2,25.81
"Rioja, La",2020,2,superficie_miles_m2,24.94
"Rioja, La",2020,3,superficie_miles_m2,54.46
"Rioja, La",2020,4,superficie_miles_m2,40.36
"Rioja, La",2021,1,superficie_miles_m2,33.69
"Rioja, La",2021,2,superficie_miles_m2,30.37
"Rioja, La",2021,3,superficie_miles_m2,51.65
"Rioja, La",2021,4,superficie_miles_m2,92.68
"Rioja, La",2022,1,superficie_miles_m2,44.64
"Rioja, La",2022,2,superficie_miles_m2,46.19
"Rioja, La",2022,3,superficie_miles_m2,27.5
"Rioja, La",2022,4,superficie_miles_m2,57.98
"Rioja, La",2023,1,superficie_miles_m2,39.19
"Rioja, La",2023,2,superficie_miles_m2,19.55
"Rioja, La",2023,3,superficie_miles_m2,38.95
"Rioja, La",2023,4,superficie_miles_m2,37.36
"Rioja, La",2024,1,superficie_miles_m2,81.22
"Rioja, La",2024,2,superficie_miles_m2,28.37
"Rioja, La",2024,3,superficie_miles_m2,58.13
"Rioja, La",2024,4,superficie_miles_m2,57.68
"Rioja, La",2025,1,superficie_miles_m2,50.15
"Rioja, La",2025,2,superficie_miles_m2,33.79
"Rioja, La",2025,3,superficie_miles_m2,47.05
"Rioja, La",2025,4,superficie_miles_m2,38.05
"Rioja, La",2026,1,superficie_miles_m2,46.02
"Rioja, La",2026,2,superficie_miles_m2,20.9
"Rioja, La",2026,3,superficie_miles_m2,-8.2
Ceuta,2004,1,superficie_miles_m2,0.7
Ceuta,2004,2,superficie_miles_m2,1.5
Ceuta,2004,3,superficie_miles_m2,27.1
Ceuta,2004,4,superficie_miles_m2,7.9
Ceuta,2005,1,superficie_miles_m2,0.7
Ceuta,2005,2,superficie_miles_m2,3.4
Ceuta,2005,3,superficie_miles_m2,2.9
Ceuta,2005,4,superficie_miles_m2,6.9
Ceuta,2006,1,superficie_miles_m2,16.2
Ceuta,2006,2,superficie_miles_m2,1.7
Ceuta,2006,3,superficie_miles_m2,0.7
Ceuta,2006,4,superficie_miles_m2,0.0
Ceuta,2007,1,superficie_miles_m2,1.7
Ceuta,2007,2,superficie_miles_m2,0.3
Ceuta,2007,3,superficie_miles_m2,0.0
Ceuta,2007,4,superficie_miles_m2,1.8
Ceuta,2008,1,superficie_miles_m2,0.0
Ceuta,2008,2,superficie_miles_m2,0.5
Ceuta,2008,3,superficie_miles_m2,0.79
Ceuta,2008,4,superficie_miles_m2,2.07
Ceuta,2009,1,superficie_miles_m2,3.0
Ceuta,2009,2,superficie_miles_m2,0.35
Ceuta,2009,3,superficie_miles_m2,0.62
Ceuta,2009,4,superficie_miles_m2,0.25
Ceuta,2010,1,superficie_miles_m2,0.24
Ceuta,2010,2,superficie_miles_m2,0.35
Ceuta,2010,3,superficie_miles_m2,8.77
Ceuta,2010,4,superficie_miles_m2,1.49
Ceuta,2011,1,superficie_miles_m2,0.35
Ceuta,2011,2,superficie_miles_m2,0.0
Ceuta,2011,3,superficie_miles_m2,0.0
Ceuta,2011,4,superficie_miles_m2,0.34
Ceuta,2012,1,superficie_miles_m2,0.0
Ceuta,2012,2,superficie_miles_m2,0.51
Ceuta,2012,3,superficie_miles_m2,0.22
Ceuta,2012,4,superficie_miles_m2,0.8
Ceuta,2013,1,superficie_miles_m2,1.61
Ceuta,2013,2,superficie_miles_m2,0.86
Ceuta,2013,3,superficie_miles_m2,0.5
Ceuta,2013,4,superficie_miles_m2,24.06
Ceuta,2014,1,superficie_miles_m2,0.0
Ceuta,2014,2,superficie_miles_m2,1.25
Ceuta,2014,3,superficie_miles_m2,0.0
Ceuta,2014,4,superficie_miles_m2,0.0
Ceuta,2016,1,superficie_miles_m2,0.0
Ceuta,2016,2,superficie_miles_m2,0.0
Ceuta,2016,3,superficie_miles_m2,1.6
Ceuta,2016,4,superficie_miles_m2,0.0
Ceuta,2017,1,superficie_miles_m2,0.58
Ceuta,2017,2,superficie_miles_m2,1.62
Ceuta,2017,3,superficie_miles_m2,0.0
Ceuta,2017,4,superficie_miles_m2,0.0
Ceuta,2018,1,superficie_miles_m2,0.0
Ceuta,2018,2,superficie_miles_m2,0.0
Ceuta,2018,3,superficie_miles_m2,0.73
Ceuta,2018,4,superficie_miles_m2,0.14
Ceuta,2019,1,superficie_miles_m2,0.0
Ceuta,2019,2,superficie_miles_m2,0.0
Ceuta,2019,3,superficie_miles_m2,0.0
Ceuta,2019,4,superficie_miles_m2,0.0
Ceuta,2020,1,superficie_miles_m2,0.66
Ceuta,2020,2,superficie_miles_m2,0.0
Ceuta,2020,3,superficie_miles_m2,0.0
Ceuta,2020,4,superficie_miles_m2,0.0
Ceuta,2021,1,superficie_miles_m2,0.0
Ceuta,2021,2,superficie_miles_m2,0.03
Ceuta,2021,3,superficie_miles_m2,0.0
Ceuta,2021,4,superficie_miles_m2,2.63
Ceuta,2022,1,superficie_miles_m2,0.48
Ceuta,2022,2,superficie_miles_m2,0.06
Ceuta,2022,3,superficie_miles_m2,0.0
Ceuta,2022,4,superficie_miles_m2,0.0
Ceuta,2023,1,superficie_miles_m2,0.0
Ceuta,2023,2,superficie_miles_m2,0.0
Ceuta,2023,3,superficie_miles_m2,0.0
Ceuta,2023,4,superficie_miles_m2,0.29
Ceuta,2024,1,superficie_miles_m2,0.04
Ceuta,2024,2,superficie_miles_m2,0.04
Ceuta,2024,3,superficie_miles_m2,0.03
Ceuta,2024,4,superficie_miles_m2,0.0
Ceuta,2025,1,superficie_miles_m2,0.0
Ceuta,2025,2,superficie_miles_m2,0.0
Ceuta,2025,3,superficie_miles_m2,0.0
Ceuta,2025,4,superficie_miles_m2,4.14
Ceuta,2026,1,superficie_miles_m2,0.0
Ceuta,2026,2,superficie_miles_m2,-100.0
Melilla,2004,1,superficie_miles_m2,4.3
Melilla,2004,2,superficie_miles_m2,1.8
Melilla,2004,3,superficie_miles_m2,1.6
Melilla,2004,4,superficie_miles_m2,0.9
Melilla,2005,1,superficie_miles_m2,8.0
Melilla,2005,2,superficie_miles_m2,1.3
Melilla,2005,3,superficie_miles_m2,1.2
Melilla,2005,4,superficie_miles_m2,3.5
Melilla,2006,1,superficie_miles_m2,3.2
Melilla,2006,2,superficie_miles_m2,0.0
Melilla,2006,3,superficie_miles_m2,52.1
Melilla,2006,4,superficie_miles_m2,0.4
Melilla,2007,1,superficie_miles_m2,0.2
Melilla,2007,2,superficie_miles_m2,0.3
Melilla,2007,3,superficie_miles_m2,0.163
Melilla,2007,4,superficie_miles_m2,0.6
Melilla,2008,1,superficie_miles_m2,2.6
Melilla,2008,2,superficie_miles_m2,1.0
Melilla,2008,3,superficie_miles_m2,2.06
Melilla,2008,4,superficie_miles_m2,0.17
Melilla,2009,1,superficie_miles_m2,0.45
Melilla,2009,2,superficie_miles_m2,0.57
Melilla,2009,3,superficie_miles_m2,0.17
Melilla,2009,4,superficie_miles_m2,1.37
Melilla,2010,1,superficie_miles_m2,1.28
Melilla,2010,2,superficie_miles_m2,1.86
Melilla,2010,3,superficie_miles_m2,0.81
Melilla,2010,4,superficie_miles_m2,1.09
Melilla,2011,1,superficie_miles_m2,0.48
Melilla,2011,2,superficie_miles_m2,0.0
Melilla,2011,3,superficie_miles_m2,10.12
Melilla,2011,4,superficie_miles_m2,0.06
Melilla,2012,1,superficie_miles_m2,0.3
Melilla,2012,2,superficie_miles_m2,0.16
Melilla,2012,3,superficie_miles_m2,0.21
Melilla,2012,4,superficie_miles_m2,0.0
Melilla,2013,1,superficie_miles_m2,0.0
Melilla,2013,2,superficie_miles_m2,0.0
Melilla,2013,3,superficie_miles_m2,0.0
Melilla,2013,4,superficie_miles_m2,3.71
Melilla,2014,1,superficie_miles_m2,0.1
Melilla,2014,2,superficie_miles_m2,0.0
Melilla,2014,3,superficie_miles_m2,0.0
Melilla,2014,4,superficie_miles_m2,0.4
Melilla,2016,1,superficie_miles_m2,1.28
Melilla,2016,2,superficie_miles_m2,0.0
Melilla,2016,3,superficie_miles_m2,0.0
Melilla,2016,4,superficie_miles_m2,4.04
Melilla,2017,1,superficie_miles_m2,0.0
Melilla,2017,2,superficie_miles_m2,0.21
Melilla,2017,3,superficie_miles_m2,2.3
Melilla,2017,4,superficie_miles_m2,0.0
Melilla,2018,1,superficie_miles_m2,0.0
Melilla,2018,2,superficie_miles_m2,0.07
Melilla,2018,3,superficie_miles_m2,0.2
Melilla,2018,4,superficie_miles_m2,0.0
Melilla,2019,1,superficie_miles_m2,0.0
Melilla,2019,2,superficie_miles_m2,0.89
Melilla,2019,3,superficie_miles_m2,0.2
Melilla,2019,4,superficie_miles_m2,1.3
Melilla,2020,1,superficie_miles_m2,0.15
Melilla,2020,2,superficie_miles_m2,0.0
Melilla,2020,3,superficie_miles_m2,0.0
Melilla,2020,4,superficie_miles_m2,0.0
Melilla,2021,1,superficie_miles_m2,0.1
Melilla,2021,2,superficie_miles_m2,0.28
Melilla,2021,3,superficie_miles_m2,0.1
Melilla,2021,4,superficie_miles_m2,0.43
Melilla,2022,1,superficie_miles_m2,0.45
Melilla,2022,2,superficie_miles_m2,0.0
Melilla,2022,3,superficie_miles_m2,0.0
Melilla,2022,4,superficie_miles_m2,0.0
Melilla,2023,1,superficie_miles_m2,0.1
Melilla,2023,2,superficie_miles_m2,0.0
Melilla,2023,3,superficie_miles_m2,0.0
Melilla,2023,4,superficie_miles_m2,0.63
Melilla,2024,1,superficie_miles_m2,0.04
Melilla,2024,2,superficie_miles_m2,0.2
Melilla,2024,3,superficie_miles_m2,0.0
Melilla,2024,4,superficie_miles_m2,0.1
Melilla,2025,1,superficie_miles_m2,0.08
Melilla,2025,2,superficie_miles_m2,0.0
Melilla,2025,3,superficie_miles_m2,0.0
Melilla,2025,4,superficie_miles_m2,0.0
Melilla,2026,1,superficie_miles_m2,0.12
Melilla,2026,3,superficie_miles_m2,50.0
Nacional,2004,1,precio_eur_m2,206.47
Nacional,2004,2,precio_eur_m2,226.4
Nacional,2004,3,precio_eur_m2,227.07
Nacional,2004,4,precio_eur_m2,247.31
Nacional,2005,1,precio_eur_m2,258.57
Nacional,2005,2,precio_eur_m2,254.51
Nacional,2005,3,precio_eur_m2,263.85
Nacional,2005,4,precio_eur_m2,267.25
Nacional,2006,1,precio_eur_m2,257.41
Nacional,2006,2,precio_eur_m2,258.42
Nacional,2006,3,precio_eur_m2,273.65
Nacional,2006,4,precio_eur_m2,284.6
Nacional,2007,1,precio_eur_m2,271.78
Nacional,2007,2,precio_eur_m2,280.6
Nacional,2007,3,precio_eur_m2,285.0
Nacional,2007,4,precio_eur_m2,277.03
Nacional,2008,1,precio_eur_m2,250.9
Nacional,2008,2,precio_eur_m2,258.82
Nacional,2008,3,precio_eur_m2,257.07
Nacional,2008,4,precio_eur_m2,247.97
Nacional,2009,1,precio_eur_m2,238.8
Nacional,2009,2,precio_eur_m2,247.6
Nacional,2009,3,precio_eur_m2,237.68
Nacional,2009,4,precio_eur_m2,231.97
Nacional,2010,1,precio_eur_m2,204.69
Nacional,2010,2,precio_eur_m2,210.72
Nacional,2010,3,precio_eur_m2,190.76
Nacional,2010,4,precio_eur_m2,227.68
Nacional,2011,1,precio_eur_m2,212.36
Nacional,2011,2,precio_eur_m2,213.85
Nacional,2011,3,precio_eur_m2,169.57
Nacional,2011,4,precio_eur_m2,182.52
Nacional,2012,1,precio_eur_m2,177.63
Nacional,2012,2,precio_eur_m2,195.45
Nacional,2012,3,precio_eur_m2,168.38
Nacional,2012,4,precio_eur_m2,187.4
Nacional,2013,1,precio_eur_m2,157.2
Nacional,2013,2,precio_eur_m2,161.49
Nacional,2013,3,precio_eur_m2,147.54
Nacional,2013,4,precio_eur_m2,147.87
Nacional,2014,1,precio_eur_m2,141.48
Nacional,2014,2,precio_eur_m2,146.44
Nacional,2014,3,precio_eur_m2,142.62
Nacional,2014,4,precio_eur_m2,155.6
Nacional,2015,1,precio_eur_m2,149.86
Nacional,2015,2,precio_eur_m2,153.28
Nacional,2015,3,precio_eur_m2,156.42
Nacional,2015,4,precio_eur_m2,151.88
Nacional,2016,1,precio_eur_m2,157.73
Nacional,2016,2,precio_eur_m2,163.44
Nacional,2016,3,precio_eur_m2,150.92
Nacional,2016,4,precio_eur_m2,171.7
Nacional,2017,1,precio_eur_m2,167.48
Nacional,2017,2,precio_eur_m2,166.37
Nacional,2017,3,precio_eur_m2,162.03
Nacional,2017,4,precio_eur_m2,153.01
Nacional,2018,1,precio_eur_m2,163.06
Nacional,2018,2,precio_eur_m2,162.94
Nacional,2018,3,precio_eur_m2,155.08
Nacional,2018,4,precio_eur_m2,157.65
Nacional,2019,1,precio_eur_m2,159.65
Nacional,2019,2,precio_eur_m2,164.45
Nacional,2019,3,precio_eur_m2,162.02
Nacional,2019,4,precio_eur_m2,157.4
Nacional,2020,1,precio_eur_m2,164.12
Nacional,2020,2,precio_eur_m2,139.63
Nacional,2020,3,precio_eur_m2,137.45
Nacional,2020,4,precio_eur_m2,142.07
Nacional,2021,1,precio_eur_m2,136.38
Nacional,2021,2,precio_eur_m2,162.43
Nacional,2021,3,precio_eur_m2,145.97
Nacional,2021,4,precio_eur_m2,160.13
Nacional,2022,1,precio_eur_m2,162.38
Nacional,2022,2,precio_eur_m2,162.8
Nacional,2022,3,precio_eur_m2,150.22
Nacional,2022,4,precio_eur_m2,159.99
Nacional,2023,1,precio_eur_m2,148.17
Nacional,2023,2,precio_eur_m2,154.49
Nacional,2023,3,precio_eur_m2,160.48
Nacional,2023,4,precio_eur_m2,154.64
Nacional,2024,1,precio_eur_m2,167.43
Nacional,2024,2,precio_eur_m2,166.63
Nacional,2024,3,precio_eur_m2,168.28
Nacional,2024,4,precio_eur_m2,175.54
Nacional,2025,1,precio_eur_m2,172.73
Nacional,2025,2,precio_eur_m2,180.16
Nacional,2025,3,precio_eur_m2,167.8
Nacional,2025,4,precio_eur_m2,170.98
Nacional,2026,1,precio_eur_m2,187.77
Nacional,2026,2,precio_eur_m2,9.8
Nacional,2026,3,precio_eur_m2,8.7
Andalucía,2004,1,precio_eur_m2,174.75
Andalucía,2004,2,precio_eur_m2,193.16
Andalucía,2004,3,precio_eur_m2,201.85
Andalucía,2004,4,precio_eur_m2,193.44
Andalucía,2005,1,precio_eur_m2,213.36
Andalucía,2005,2,precio_eur_m2,215.8
Andalucía,2005,3,precio_eur_m2,210.97
Andalucía,2005,4,precio_eur_m2,228.98
Andalucía,2006,1,precio_eur_m2,217.83
Andalucía,2006,2,precio_eur_m2,216.25
Andalucía,2006,3,precio_eur_m2,258.95
Andalucía,2006,4,precio_eur_m2,252.27
Andalucía,2007,1,precio_eur_m2,255.74
Andalucía,2007,2,precio_eur_m2,258.78
Andalucía,2007,3,precio_eur_m2,289.85
Andalucía,2007,4,precio_eur_m2,259.25
Andalucía,2008,1,precio_eur_m2,243.38
Andalucía,2008,2,precio_eur_m2,260.2
Andalucía,2008,3,precio_eur_m2,255.12
Andalucía,2008,4,precio_eur_m2,238.82
Andalucía,2009,1,precio_eur_m2,232.8
Andalucía,2009,2,precio_eur_m2,250.0
Andalucía,2009,3,precio_eur_m2,246.11
Andalucía,2009,4,precio_eur_m2,205.03
Andalucía,2010,1,precio_eur_m2,217.19
Andalucía,2010,2,precio_eur_m2,210.52
Andalucía,2010,3,precio_eur_m2,228.27
Andalucía,2010,4,precio_eur_m2,214.81
Andalucía,2011,1,precio_eur_m2,188.18
Andalucía,2011,2,precio_eur_m2,199.07
Andalucía,2011,3,precio_eur_m2,180.62
Andalucía,2011,4,precio_eur_m2,186.22
Andalucía,2012,1,precio_eur_m2,177.08
Andalucía,2012,2,precio_eur_m2,167.44
Andalucía,2012,3,precio_eur_m2,169.93
Andalucía,2012,4,precio_eur_m2,159.17
Andalucía,2013,1,precio_eur_m2,131.08
Andalucía,2013,2,precio_eur_m2,148.07
Andalucía,2013,3,precio_eur_m2,164.54
Andalucía,2013,4,precio_eur_m2,129.07
Andalucía,2014,1,precio_eur_m2,158.25
Andalucía,2014,2,precio_eur_m2,155.62
Andalucía,2014,3,precio_eur_m2,148.73
Andalucía,2014,4,precio_eur_m2,155.77
Andalucía,2015,1,precio_eur_m2,150.36
Andalucía,2015,2,precio_eur_m2,152.81
Andalucía,2015,3,precio_eur_m2,140.08
Andalucía,2015,4,precio_eur_m2,144.34
Andalucía,2016,1,precio_eur_m2,145.63
Andalucía,2016,2,precio_eur_m2,150.38
Andalucía,2016,3,precio_eur_m2,148.02
Andalucía,2016,4,precio_eur_m2,167.07
Andalucía,2017,1,precio_eur_m2,162.0
Andalucía,2017,2,precio_eur_m2,154.55
Andalucía,2017,3,precio_eur_m2,159.67
Andalucía,2017,4,precio_eur_m2,145.63
Andalucía,2018,1,precio_eur_m2,155.15
Andalucía,2018,2,precio_eur_m2,165.82
Andalucía,2018,3,precio_eur_m2,160.59
Andalucía,2018,4,precio_eur_m2,162.6
Andalucía,2019,1,precio_eur_m2,172.13
Andalucía,2019,2,precio_eur_m2,177.69
Andalucía,2019,3,precio_eur_m2,170.9
Andalucía,2019,4,precio_eur_m2,156.75
Andalucía,2020,1,precio_eur_m2,157.06
Andalucía,2020,2,precio_eur_m2,148.5
Andalucía,2020,3,precio_eur_m2,145.03
Andalucía,2020,4,precio_eur_m2,145.47
Andalucía,2021,1,precio_eur_m2,132.3
Andalucía,2021,2,precio_eur_m2,170.89
Andalucía,2021,3,precio_eur_m2,163.12
Andalucía,2021,4,precio_eur_m2,172.37
Andalucía,2022,1,precio_eur_m2,172.36
Andalucía,2022,2,precio_eur_m2,159.8
Andalucía,2022,3,precio_eur_m2,166.49
Andalucía,2022,4,precio_eur_m2,162.6
Andalucía,2023,1,precio_eur_m2,168.88
Andalucía,2023,2,precio_eur_m2,170.5
Andalucía,2023,3,precio_eur_m2,175.6
Andalucía,2023,4,precio_eur_m2,152.32
Andalucía,2024,1,precio_eur_m2,188.09
Andalucía,2024,2,precio_eur_m2,164.81
Andalucía,2024,3,precio_eur_m2,192.17
Andalucía,2024,4,precio_eur_m2,192.53
Andalucía,2025,1,precio_eur_m2,192.69
Andalucía,2025,2,precio_eur_m2,187.85
Andalucía,2025,3,precio_eur_m2,170.29
Andalucía,2025,4,precio_eur_m2,190.13
Andalucía,2026,1,precio_eur_m2,194.39
Andalucía,2026,2,precio_eur_m2,2.2
Andalucía,2026,3,precio_eur_m2,0.9
Aragón,2004,1,precio_eur_m2,195.63
Aragón,2004,2,precio_eur_m2,191.88
Aragón,2004,3,precio_eur_m2,179.23
Aragón,2004,4,precio_eur_m2,208.54
Aragón,2005,1,precio_eur_m2,217.93
Aragón,2005,2,precio_eur_m2,212.55
Aragón,2005,3,precio_eur_m2,234.64
Aragón,2005,4,precio_eur_m2,222.99
Aragón,2006,1,precio_eur_m2,206.54
Aragón,2006,2,precio_eur_m2,224.52
Aragón,2006,3,precio_eur_m2,253.25
Aragón,2006,4,precio_eur_m2,243.75
Aragón,2007,1,precio_eur_m2,226.37
Aragón,2007,2,precio_eur_m2,218.51
Aragón,2007,3,precio_eur_m2,227.21
Aragón,2007,4,precio_eur_m2,215.04
Aragón,2008,1,precio_eur_m2,237.85
Aragón,2008,2,precio_eur_m2,174.36
Aragón,2008,3,precio_eur_m2,225.21
Aragón,2008,4,precio_eur_m2,205.02
Aragón,2009,1,precio_eur_m2,203.7
Aragón,2009,2,precio_eur_m2,170.6
Aragón,2009,3,precio_eur_m2,198.13
Aragón,2009,4,precio_eur_m2,141.66
Aragón,2010,1,precio_eur_m2,118.76
Aragón,2010,2,precio_eur_m2,150.9
Aragón,2010,3,precio_eur_m2,152.41
Aragón,2010,4,precio_eur_m2,155.72
Aragón,2011,1,precio_eur_m2,147.49
Aragón,2011,2,precio_eur_m2,186.94
Aragón,2011,3,precio_eur_m2,137.26
Aragón,2011,4,precio_eur_m2,136.94
Aragón,2012,1,precio_eur_m2,215.87
Aragón,2012,2,precio_eur_m2,122.3
Aragón,2012,3,precio_eur_m2,153.18
Aragón,2012,4,precio_eur_m2,159.43
Aragón,2013,1,precio_eur_m2,142.95
Aragón,2013,2,precio_eur_m2,139.28
Aragón,2013,3,precio_eur_m2,76.56
Aragón,2013,4,precio_eur_m2,99.87
Aragón,2014,1,precio_eur_m2,82.45
Aragón,2014,2,precio_eur_m2,112.45
Aragón,2014,3,precio_eur_m2,88.76
Aragón,2014,4,precio_eur_m2,81.97
Aragón,2015,1,precio_eur_m2,89.4
Aragón,2015,2,precio_eur_m2,109.32
Aragón,2015,3,precio_eur_m2,112.71
Aragón,2015,4,precio_eur_m2,108.34
Aragón,2016,1,precio_eur_m2,100.99
Aragón,2016,2,precio_eur_m2,100.15
Aragón,2016,3,precio_eur_m2,137.89
Aragón,2016,4,precio_eur_m2,131.1
Aragón,2017,1,precio_eur_m2,79.13
Aragón,2017,2,precio_eur_m2,103.29
Aragón,2017,3,precio_eur_m2,109.95
