cod,nombre,anyo,periodo,valor
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2018,28,14672.57
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2019,28,14826.55
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2020,28,15580.27
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2021,28,16054.72
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2022,28,16970.82
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2023,28,17680.58
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2024,28,18356.18
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2008,28,19084.91
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2009,28,19413.22
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2010,28,19552.41
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2011,28,19646.75
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2012,28,19094.81
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2013,28,19094.86
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2014,28,19539.86
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2015,28,19589.29
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2016,28,19417.81
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2017,28,20198.39
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2018,28,20859.78
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2019,28,20604.72
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2020,28,21207.6
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2021,28,22220.28
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2022,28,22734.18
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2023,28,23675.82
EAES726,Ambos sexos. Aragón. Dato base. Mediana. ,2024,28,24936.2
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2008,28,26580.39
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2009,28,27052.27
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2010,28,27478.9
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2011,28,27779.87
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2012,28,27034.53
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2013,28,27796.12
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2014,28,27934.08
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2015,28,28144.48
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2016,28,27990.4
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2017,28,28708.75
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2018,28,29477.35
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2019,28,29645.5
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2020,28,29570.53
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2021,28,30845.88
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2022,28,32303.15
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2023,28,33172.02
EAES725,Ambos sexos. Aragón. Dato base. Cuartil superior. ,2024,28,34535.16
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2008,28,36579.8
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2009,28,38392.52
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2010,28,39028.27
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2011,28,38723.33
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2012,28,38756.84
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2013,28,38702.21
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2014,28,37273.45
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2015,28,39085.72
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2016,28,38305.12
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2017,28,39100.8
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2018,28,39844.4
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2019,28,40084.06
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2020,28,40093.52
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2021,28,41280.28
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2022,28,42781.78
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2023,28,43153.49
EAES724,Ambos sexos. Aragón. Dato base. Percentil 90. ,2024,28,45912.52
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2008,28,21805.67
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2009,28,22597.97
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2010,28,22241.39
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2011,28,22286.48
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2012,28,21750.66
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2013,28,21994.99
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2014,28,22045.29
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2015,28,22826.06
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2016,28,23095.83
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2017,28,23609.67
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2018,28,23914.61
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2019,28,24865.89
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2020,28,24527.96
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2021,28,25046.6
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2022,28,26745.93
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2023,28,27916.6
EAES723,"Ambos sexos. Asturias, Principado de. Dato base. Media. ",2024,28,28562.31
EAES722,"Ambos sexos. Asturias, Principado de. Dato base. Percentil 10. ",2008,28,8634.04
EAES722,"Ambos sexos. Asturias, Principado de. Dato base. Percentil 10. ",2009,28,8547.94
EAES722,"Ambos sexos. Asturias, Principado de. Dato base. Percentil 10. ",2010,28,8783.94
