mes,indice,keyword,fecha_descarga
2011-08-21,42.095238095238095,hipoteca,2026-07-19
2011-08-28,50.761904761904766,hipoteca,2026-07-19
2011-09-04,48.285714285714285,hipoteca,2026-07-19
2011-09-11,52.0,hipoteca,2026-07-19
2011-09-18,48.285714285714285,hipoteca,2026-07-19
2011-09-25,50.761904761904766,hipoteca,2026-07-19
2011-10-02,50.761904761904766,hipoteca,2026-07-19
2011-10-09,45.80952380952381,hipoteca,2026-07-19
2011-10-16,45.80952380952381,hipoteca,2026-07-19
2011-10-23,43.333333333333336,hipoteca,2026-07-19
2011-10-30,45.80952380952381,hipoteca,2026-07-19
2011-11-06,42.095238095238095,hipoteca,2026-07-19
2011-11-13,47.04761904761905,hipoteca,2026-07-19
2011-11-20,42.095238095238095,hipoteca,2026-07-19
2011-11-27,45.80952380952381,hipoteca,2026-07-19
2011-12-04,42.095238095238095,hipoteca,2026-07-19
2011-12-11,38.38095238095238,hipoteca,2026-07-19
2011-12-18,35.904761904761905,hipoteca,2026-07-19
2011-12-25,43.333333333333336,hipoteca,2026-07-19
2012-01-01,42.095238095238095,hipoteca,2026-07-19
2012-01-08,50.761904761904766,hipoteca,2026-07-19
2012-01-15,47.04761904761905,hipoteca,2026-07-19
2012-01-22,48.285714285714285,hipoteca,2026-07-19
2012-01-29,48.285714285714285,hipoteca,2026-07-19
2012-02-05,45.80952380952381,hipoteca,2026-07-19
2012-02-12,47.04761904761905,hipoteca,2026-07-19
2012-02-19,50.761904761904766,hipoteca,2026-07-19
2012-02-26,50.761904761904766,hipoteca,2026-07-19
2012-03-04,50.761904761904766,hipoteca,2026-07-19
2012-03-11,47.04761904761905,hipoteca,2026-07-19
2012-03-18,43.333333333333336,hipoteca,2026-07-19
2012-03-25,43.333333333333336,hipoteca,2026-07-19
2012-04-01,37.142857142857146,hipoteca,2026-07-19
2012-04-08,47.04761904761905,hipoteca,2026-07-19
2012-04-15,48.285714285714285,hipoteca,2026-07-19
2012-04-22,44.57142857142857,hipoteca,2026-07-19
2012-04-29,47.04761904761905,hipoteca,2026-07-19
2012-05-06,50.761904761904766,hipoteca,2026-07-19
2012-05-13,52.0,hipoteca,2026-07-19
2012-05-20,49.523809523809526,hipoteca,2026-07-19
2012-05-27,49.523809523809526,hipoteca,2026-07-19
2012-06-03,47.04761904761905,hipoteca,2026-07-19
2012-06-10,42.095238095238095,hipoteca,2026-07-19
2012-06-17,42.095238095238095,hipoteca,2026-07-19
2012-06-24,39.61904761904762,hipoteca,2026-07-19
2012-07-01,49.523809523809526,hipoteca,2026-07-19
2012-07-08,49.523809523809526,hipoteca,2026-07-19
2012-07-15,52.0,hipoteca,2026-07-19
2012-07-22,54.47619047619048,hipoteca,2026-07-19
2012-07-29,54.47619047619048,hipoteca,2026-07-19
2012-08-05,39.61904761904762,hipoteca,2026-07-19
2012-08-12,42.095238095238095,hipoteca,2026-07-19
2012-08-19,40.85714285714286,hipoteca,2026-07-19
2012-08-26,50.761904761904766,hipoteca,2026-07-19
2012-09-02,50.761904761904766,hipoteca,2026-07-19
2012-09-09,50.761904761904766,hipoteca,2026-07-19
2012-09-16,49.523809523809526,hipoteca,2026-07-19
2012-09-23,49.523809523809526,hipoteca,2026-07-19
2012-09-30,48.285714285714285,hipoteca,2026-07-19
2012-10-07,42.095238095238095,hipoteca,2026-07-19
2012-10-14,47.04761904761905,hipoteca,2026-07-19
2012-10-21,48.285714285714285,hipoteca,2026-07-19
2012-10-28,52.0,hipoteca,2026-07-19
2012-11-04,58.19047619047619,hipoteca,2026-07-19
2012-11-11,60.66666666666667,hipoteca,2026-07-19
2012-11-18,55.714285714285715,hipoteca,2026-07-19
2012-11-25,53.23809523809524,hipoteca,2026-07-19
2012-12-02,48.285714285714285,hipoteca,2026-07-19
2012-12-09,47.04761904761905,hipoteca,2026-07-19
2012-12-16,40.85714285714286,hipoteca,2026-07-19
2012-12-23,42.095238095238095,hipoteca,2026-07-19
2012-12-30,45.80952380952381,hipoteca,2026-07-19
2013-01-06,43.6552380952381,hipoteca,2026-07-19
2013-01-13,44.670476190476194,hipoteca,2026-07-19
2013-01-20,41.624761904761904,hipoteca,2026-07-19
2013-01-27,46.70095238095238,hipoteca,2026-07-19
2013-02-03,48.73142857142857,hipoteca,2026-07-19
2013-02-10,52.79238095238095,hipoteca,2026-07-19
2013-02-17,54.822857142857146,hipoteca,2026-07-19
2013-02-24,48.73142857142857,hipoteca,2026-07-19
2013-03-03,48.73142857142857,hipoteca,2026-07-19
2013-03-10,46.70095238095238,hipoteca,2026-07-19
2013-03-17,67.00571428571429,hipoteca,2026-07-19
2013-03-24,52.79238095238095,hipoteca,2026-07-19
2013-03-31,64.9752380952381,hipoteca,2026-07-19
2013-04-07,59.89904761904762,hipoteca,2026-07-19
2013-04-14,54.822857142857146,hipoteca,2026-07-19
2013-04-21,50.761904761904766,hipoteca,2026-07-19
2013-04-28,54.822857142857146,hipoteca,2026-07-19
2013-05-05,56.85333333333334,hipoteca,2026-07-19
2013-05-12,54.822857142857146,hipoteca,2026-07-19
2013-05-19,50.761904761904766,hipoteca,2026-07-19
2013-05-26,51.777142857142856,hipoteca,2026-07-19
2013-06-02,50.761904761904766,hipoteca,2026-07-19
2013-06-09,77.15809523809524,hipoteca,2026-07-19
2013-06-16,60.91428571428572,hipoteca,2026-07-19
2013-06-23,52.79238095238095,hipoteca,2026-07-19
2013-06-30,47.71619047619048,hipoteca,2026-07-19
2013-07-07,45.68571428571429,hipoteca,2026-07-19
2013-07-14,40.60952380952381,hipoteca,2026-07-19
2013-07-21,37.563809523809525,hipoteca,2026-07-19
2013-07-28,40.60952380952381,hipoteca,2026-07-19
2013-08-04,38.57904761904762,hipoteca,2026-07-19
2013-08-11,36.54857142857143,hipoteca,2026-07-19
2013-08-18,37.563809523809525,hipoteca,2026-07-19
2013-08-25,43.6552380952381,hipoteca,2026-07-19
2013-09-01,43.6552380952381,hipoteca,2026-07-19
2013-09-08,41.624761904761904,hipoteca,2026-07-19
2013-09-15,44.670476190476194,hipoteca,2026-07-19
2013-09-22,44.670476190476194,hipoteca,2026-07-19
2013-09-29,47.71619047619048,hipoteca,2026-07-19
2013-10-06,44.670476190476194,hipoteca,2026-07-19
2013-10-13,48.73142857142857,hipoteca,2026-07-19
2013-10-20,44.670476190476194,hipoteca,2026-07-19
2013-10-27,42.64,hipoteca,2026-07-19
2013-11-03,55.83809523809524,hipoteca,2026-07-19
2013-11-10,51.777142857142856,hipoteca,2026-07-19
2013-11-17,47.71619047619048,hipoteca,2026-07-19
2013-11-24,46.70095238095238,hipoteca,2026-07-19
2013-12-01,43.6552380952381,hipoteca,2026-07-19
2013-12-08,41.624761904761904,hipoteca,2026-07-19
2013-12-15,38.57904761904762,hipoteca,2026-07-19
2013-12-22,35.53333333333333,hipoteca,2026-07-19
2013-12-29,38.57904761904762,hipoteca,2026-07-19
2014-01-05,44.670476190476194,hipoteca,2026-07-19
2014-01-12,53.80761904761905,hipoteca,2026-07-19
2014-01-19,53.80761904761905,hipoteca,2026-07-19
2014-01-26,54.822857142857146,hipoteca,2026-07-19
2014-02-02,47.71619047619048,hipoteca,2026-07-19
2014-02-09,46.70095238095238,hipoteca,2026-07-19
2014-02-16,48.73142857142857,hipoteca,2026-07-19
2014-02-23,44.670476190476194,hipoteca,2026-07-19
2014-03-02,48.73142857142857,hipoteca,2026-07-19
2014-03-09,48.73142857142857,hipoteca,2026-07-19
2014-03-16,45.68571428571429,hipoteca,2026-07-19
2014-03-23,44.670476190476194,hipoteca,2026-07-19
2014-03-30,53.80761904761905,hipoteca,2026-07-19
2014-04-06,47.71619047619048,hipoteca,2026-07-19
2014-04-13,39.59428571428572,hipoteca,2026-07-19
2014-04-20,43.6552380952381,hipoteca,2026-07-19
2014-04-27,40.60952380952381,hipoteca,2026-07-19
2014-05-04,45.68571428571429,hipoteca,2026-07-19
2014-05-11,44.670476190476194,hipoteca,2026-07-19
2014-05-18,46.70095238095238,hipoteca,2026-07-19
2014-05-25,43.6552380952381,hipoteca,2026-07-19
2014-06-01,47.71619047619048,hipoteca,2026-07-19
2014-06-08,44.670476190476194,hipoteca,2026-07-19
2014-06-15,41.624761904761904,hipoteca,2026-07-19
2014-06-22,40.60952380952381,hipoteca,2026-07-19
2014-06-29,40.60952380952381,hipoteca,2026-07-19
2014-07-06,41.624761904761904,hipoteca,2026-07-19
2014-07-13,41.624761904761904,hipoteca,2026-07-19
2014-07-20,44.670476190476194,hipoteca,2026-07-19
2014-07-27,43.6552380952381,hipoteca,2026-07-19
2014-08-03,40.60952380952381,hipoteca,2026-07-19
2014-08-10,36.54857142857143,hipoteca,2026-07-19
2014-08-17,42.64,hipoteca,2026-07-19
2014-08-24,48.73142857142857,hipoteca,2026-07-19
2014-08-31,51.777142857142856,hipoteca,2026-07-19
2014-09-07,50.761904761904766,hipoteca,2026-07-19
2014-09-14,51.777142857142856,hipoteca,2026-07-19
2014-09-21,49.74666666666667,hipoteca,2026-07-19
2014-09-28,49.74666666666667,hipoteca,2026-07-19
2014-10-05,48.73142857142857,hipoteca,2026-07-19
2014-10-12,47.71619047619048,hipoteca,2026-07-19
2014-10-19,48.73142857142857,hipoteca,2026-07-19
2014-10-26,50.761904761904766,hipoteca,2026-07-19
2014-11-02,50.761904761904766,hipoteca,2026-07-19
2014-11-09,47.71619047619048,hipoteca,2026-07-19
2014-11-16,49.74666666666667,hipoteca,2026-07-19
2014-11-23,48.73142857142857,hipoteca,2026-07-19
2014-11-30,47.71619047619048,hipoteca,2026-07-19
2014-12-07,42.64,hipoteca,2026-07-19
2014-12-14,41.624761904761904,hipoteca,2026-07-19
2014-12-21,37.563809523809525,hipoteca,2026-07-19
2014-12-28,47.71619047619048,hipoteca,2026-07-19
2015-01-04,44.670476190476194,hipoteca,2026-07-19
2015-01-11,53.80761904761905,hipoteca,2026-07-19
2015-01-18,55.83809523809524,hipoteca,2026-07-19
2015-01-25,56.85333333333334,hipoteca,2026-07-19
2015-02-01,54.822857142857146,hipoteca,2026-07-19
2015-02-08,55.83809523809524,hipoteca,2026-07-19
2015-02-15,61.929523809523815,hipoteca,2026-07-19
2015-02-22,55.83809523809524,hipoteca,2026-07-19
2015-03-01,57.86857142857143,hipoteca,2026-07-19
2015-03-08,56.85333333333334,hipoteca,2026-07-19
2015-03-15,51.777142857142856,hipoteca,2026-07-19
2015-03-22,50.761904761904766,hipoteca,2026-07-19
2015-03-29,46.70095238095238,hipoteca,2026-07-19
2015-04-05,58.883809523809525,hipoteca,2026-07-19
2015-04-12,57.86857142857143,hipoteca,2026-07-19
2015-04-19,52.79238095238095,hipoteca,2026-07-19
2015-04-26,51.777142857142856,hipoteca,2026-07-19
2015-05-03,52.79238095238095,hipoteca,2026-07-19
2015-05-10,52.79238095238095,hipoteca,2026-07-19
2015-05-17,56.85333333333334,hipoteca,2026-07-19
2015-05-24,50.761904761904766,hipoteca,2026-07-19
2015-05-31,52.79238095238095,hipoteca,2026-07-19
2015-06-07,51.777142857142856,hipoteca,2026-07-19
2015-06-14,49.74666666666667,hipoteca,2026-07-19
2015-06-21,51.777142857142856,hipoteca,2026-07-19
2015-06-28,48.73142857142857,hipoteca,2026-07-19
2015-07-05,47.71619047619048,hipoteca,2026-07-19
2015-07-12,50.761904761904766,hipoteca,2026-07-19
2015-07-19,52.79238095238095,hipoteca,2026-07-19
2015-07-26,50.761904761904766,hipoteca,2026-07-19
2015-08-02,46.70095238095238,hipoteca,2026-07-19
2015-08-09,43.6552380952381,hipoteca,2026-07-19
2015-08-16,44.670476190476194,hipoteca,2026-07-19
2015-08-23,55.83809523809524,hipoteca,2026-07-19
2015-08-30,53.80761904761905,hipoteca,2026-07-19
2015-09-06,52.79238095238095,hipoteca,2026-07-19
2015-09-13,49.74666666666667,hipoteca,2026-07-19
2015-09-20,54.822857142857146,hipoteca,2026-07-19
2015-09-27,53.80761904761905,hipoteca,2026-07-19
2015-10-04,49.74666666666667,hipoteca,2026-07-19
2015-10-11,49.74666666666667,hipoteca,2026-07-19
2015-10-18,52.79238095238095,hipoteca,2026-07-19
2015-10-25,55.83809523809524,hipoteca,2026-07-19
2015-11-01,63.96,hipoteca,2026-07-19
2015-11-08,56.85333333333334,hipoteca,2026-07-19
2015-11-15,52.79238095238095,hipoteca,2026-07-19
2015-11-22,47.71619047619048,hipoteca,2026-07-19
2015-11-29,49.74666666666667,hipoteca,2026-07-19
2015-12-06,45.68571428571429,hipoteca,2026-07-19
2015-12-13,47.71619047619048,hipoteca,2026-07-19
2015-12-20,39.59428571428572,hipoteca,2026-07-19
2015-12-27,46.70095238095238,hipoteca,2026-07-19
2016-01-03,47.71619047619048,hipoteca,2026-07-19
2016-01-10,55.83809523809524,hipoteca,2026-07-19
2016-01-17,53.80761904761905,hipoteca,2026-07-19
2016-01-24,58.883809523809525,hipoteca,2026-07-19
2016-01-31,68.02095238095238,hipoteca,2026-07-19
2016-02-07,61.929523809523815,hipoteca,2026-07-19
2016-02-14,56.85333333333334,hipoteca,2026-07-19
2016-02-21,59.89904761904762,hipoteca,2026-07-19
2016-02-28,58.883809523809525,hipoteca,2026-07-19
2016-03-06,60.91428571428572,hipoteca,2026-07-19
2016-03-13,59.89904761904762,hipoteca,2026-07-19
2016-03-20,46.70095238095238,hipoteca,2026-07-19
2016-03-27,58.883809523809525,hipoteca,2026-07-19
2016-04-03,68.02095238095238,hipoteca,2026-07-19
2016-04-10,68.02095238095238,hipoteca,2026-07-19
2016-04-17,61.929523809523815,hipoteca,2026-07-19
2016-04-24,58.883809523809525,hipoteca,2026-07-19
2016-05-01,53.80761904761905,hipoteca,2026-07-19
2016-05-08,50.761904761904766,hipoteca,2026-07-19
2016-05-15,53.80761904761905,hipoteca,2026-07-19
2016-05-22,52.79238095238095,hipoteca,2026-07-19
2016-05-29,51.777142857142856,hipoteca,2026-07-19
2016-06-05,51.777142857142856,hipoteca,2026-07-19
2016-06-12,48.73142857142857,hipoteca,2026-07-19
2016-06-19,47.71619047619048,hipoteca,2026-07-19
2016-06-26,44.670476190476194,hipoteca,2026-07-19
2016-07-03,47.71619047619048,hipoteca,2026-07-19
2016-07-10,48.73142857142857,hipoteca,2026-07-19
2016-07-17,46.70095238095238,hipoteca,2026-07-19
2016-07-24,47.71619047619048,hipoteca,2026-07-19
2016-07-31,47.71619047619048,hipoteca,2026-07-19
2016-08-07,41.624761904761904,hipoteca,2026-07-19
2016-08-14,41.624761904761904,hipoteca,2026-07-19
2016-08-21,50.761904761904766,hipoteca,2026-07-19
2016-08-28,53.80761904761905,hipoteca,2026-07-19
2016-09-04,54.822857142857146,hipoteca,2026-07-19
2016-09-11,53.80761904761905,hipoteca,2026-07-19
2016-09-18,55.83809523809524,hipoteca,2026-07-19
2016-09-25,54.822857142857146,hipoteca,2026-07-19
2016-10-02,55.83809523809524,hipoteca,2026-07-19
2016-10-09,52.79238095238095,hipoteca,2026-07-19
2016-10-16,51.777142857142856,hipoteca,2026-07-19
2016-10-23,50.761904761904766,hipoteca,2026-07-19
2016-10-30,51.777142857142856,hipoteca,2026-07-19
2016-11-06,50.761904761904766,hipoteca,2026-07-19
2016-11-13,56.85333333333334,hipoteca,2026-07-19
2016-11-20,51.777142857142856,hipoteca,2026-07-19
2016-11-27,53.80761904761905,hipoteca,2026-07-19
2016-12-04,46.70095238095238,hipoteca,2026-07-19
2016-12-11,54.822857142857146,hipoteca,2026-07-19
2016-12-18,86.2952380952381,hipoteca,2026-07-19
2016-12-25,75.12761904761905,hipoteca,2026-07-19
2017-01-01,101.52380952380953,hipoteca,2026-07-19
2017-01-08,178.93889485618809,hipoteca,2026-07-19
2017-01-15,152.09806062775988,hipoteca,2026-07-19
2017-01-22,139.5723379878267,hipoteca,2026-07-19
2017-01-29,135.99356009070294,hipoteca,2026-07-19
2017-02-05,118.09967060508413,hipoteca,2026-07-19
2017-02-12,116.31028165652225,hipoteca,2026-07-19
2017-02-19,103.78455901658909,hipoteca,2026-07-19
2017-02-26,91.25883637665592,hipoteca,2026-07-19
2017-03-05,91.25883637665592,hipoteca,2026-07-19
2017-03-12,71.57555794247523,hipoteca,2026-07-19
2017-03-19,73.3649468910371,hipoteca,2026-07-19
2017-03-26,78.73311373672276,hipoteca,2026-07-19
2017-04-02,76.94372478816088,hipoteca,2026-07-19
2017-04-09,62.62861319966583,hipoteca,2026-07-19
2017-04-16,67.99678004535147,hipoteca,2026-07-19
2017-04-23,66.20739109678959,hipoteca,2026-07-19
2017-04-30,69.78616899391335,hipoteca,2026-07-19
2017-05-07,64.41800214822771,hipoteca,2026-07-19
2017-05-14,71.57555794247523,hipoteca,2026-07-19
2017-05-21,67.99678004535147,hipoteca,2026-07-19
2017-05-28,71.57555794247523,hipoteca,2026-07-19
2017-06-04,67.99678004535147,hipoteca,2026-07-19
2017-06-11,66.20739109678959,hipoteca,2026-07-19
2017-06-18,62.62861319966583,hipoteca,2026-07-19
2017-06-25,60.83922425110395,hipoteca,2026-07-19
2017-07-02,62.62861319966583,hipoteca,2026-07-19
2017-07-09,60.83922425110395,hipoteca,2026-07-19
2017-07-16,62.62861319966583,hipoteca,2026-07-19
2017-07-23,62.62861319966583,hipoteca,2026-07-19
2017-07-30,59.049835302542064,hipoteca,2026-07-19
2017-08-06,55.47105740541831,hipoteca,2026-07-19
2017-08-13,44.73472371404702,hipoteca,2026-07-19
2017-08-20,55.47105740541831,hipoteca,2026-07-19
2017-08-27,60.83922425110395,hipoteca,2026-07-19
2017-09-03,60.83922425110395,hipoteca,2026-07-19
2017-09-10,59.049835302542064,hipoteca,2026-07-19
2017-09-17,62.62861319966583,hipoteca,2026-07-19
2017-09-24,62.62861319966583,hipoteca,2026-07-19
2017-10-01,55.47105740541831,hipoteca,2026-07-19
2017-10-08,64.41800214822771,hipoteca,2026-07-19
2017-10-15,55.47105740541831,hipoteca,2026-07-19
2017-10-22,60.83922425110395,hipoteca,2026-07-19
2017-10-29,55.47105740541831,hipoteca,2026-07-19
2017-11-05,60.83922425110395,hipoteca,2026-07-19
2017-11-12,67.99678004535147,hipoteca,2026-07-19
2017-11-19,57.260446353980186,hipoteca,2026-07-19
2017-11-26,55.47105740541831,hipoteca,2026-07-19
2017-12-03,48.31350161117078,hipoteca,2026-07-19
2017-12-10,62.62861319966583,hipoteca,2026-07-19
2017-12-17,57.260446353980186,hipoteca,2026-07-19
2017-12-24,60.83922425110395,hipoteca,2026-07-19
2017-12-31,55.47105740541831,hipoteca,2026-07-19
2018-01-07,59.049835302542064,hipoteca,2026-07-19
2018-01-14,67.99678004535147,hipoteca,2026-07-19
2018-01-21,66.20739109678959,hipoteca,2026-07-19
2018-01-28,71.57555794247523,hipoteca,2026-07-19
2018-02-04,64.41800214822771,hipoteca,2026-07-19
2018-02-11,69.78616899391335,hipoteca,2026-07-19
2018-02-18,73.3649468910371,hipoteca,2026-07-19
2018-02-25,78.73311373672276,hipoteca,2026-07-19
2018-03-04,67.99678004535147,hipoteca,2026-07-19
2018-03-11,59.049835302542064,hipoteca,2026-07-19
2018-03-18,57.260446353980186,hipoteca,2026-07-19
2018-03-25,55.47105740541831,hipoteca,2026-07-19
2018-04-01,64.41800214822771,hipoteca,2026-07-19
2018-04-08,64.41800214822771,hipoteca,2026-07-19
2018-04-15,69.78616899391335,hipoteca,2026-07-19
2018-04-22,60.83922425110395,hipoteca,2026-07-19
2018-04-29,60.83922425110395,hipoteca,2026-07-19
2018-05-06,62.62861319966583,hipoteca,2026-07-19
2018-05-13,75.154335839599,hipoteca,2026-07-19
2018-05-20,67.99678004535147,hipoteca,2026-07-19
2018-05-27,66.20739109678959,hipoteca,2026-07-19
2018-06-03,57.260446353980186,hipoteca,2026-07-19
2018-06-10,59.049835302542064,hipoteca,2026-07-19
2018-06-17,57.260446353980186,hipoteca,2026-07-19
2018-06-24,51.89227950829454,hipoteca,2026-07-19
2018-07-01,55.47105740541831,hipoteca,2026-07-19
2018-07-08,55.47105740541831,hipoteca,2026-07-19
2018-07-15,55.47105740541831,hipoteca,2026-07-19
2018-07-22,53.68166845685642,hipoteca,2026-07-19
2018-07-29,64.41800214822771,hipoteca,2026-07-19
2018-08-05,50.102890559732664,hipoteca,2026-07-19
2018-08-12,46.5241126626089,hipoteca,2026-07-19
2018-08-19,55.47105740541831,hipoteca,2026-07-19
2018-08-26,59.049835302542064,hipoteca,2026-07-19
2018-09-02,59.049835302542064,hipoteca,2026-07-19
2018-09-09,66.20739109678959,hipoteca,2026-07-19
2018-09-16,60.83922425110395,hipoteca,2026-07-19
2018-09-23,60.83922425110395,hipoteca,2026-07-19
2018-09-30,59.049835302542064,hipoteca,2026-07-19
2018-10-07,57.260446353980186,hipoteca,2026-07-19
2018-10-14,171.78133906194057,hipoteca,2026-07-19
2018-10-21,89.46944742809404,hipoteca,2026-07-19
2018-10-28,55.47105740541831,hipoteca,2026-07-19
2018-11-04,159.2556164220074,hipoteca,2026-07-19
2018-11-11,71.57555794247523,hipoteca,2026-07-19
2018-11-18,62.62861319966583,hipoteca,2026-07-19
2018-11-25,57.260446353980186,hipoteca,2026-07-19
2018-12-02,55.47105740541831,hipoteca,2026-07-19
2018-12-09,53.68166845685642,hipoteca,2026-07-19
2018-12-16,48.31350161117078,hipoteca,2026-07-19
2018-12-23,51.89227950829454,hipoteca,2026-07-19
2018-12-30,51.89227950829454,hipoteca,2026-07-19
2019-01-06,57.260446353980186,hipoteca,2026-07-19
2019-01-13,59.049835302542064,hipoteca,2026-07-19
2019-01-20,59.049835302542064,hipoteca,2026-07-19
2019-01-27,60.83922425110395,hipoteca,2026-07-19
2019-02-03,62.62861319966583,hipoteca,2026-07-19
2019-02-10,62.62861319966583,hipoteca,2026-07-19
2019-02-17,69.78616899391335,hipoteca,2026-07-19
2019-02-24,64.41800214822771,hipoteca,2026-07-19
2019-03-03,59.049835302542064,hipoteca,2026-07-19
2019-03-10,62.62861319966583,hipoteca,2026-07-19
2019-03-17,67.99678004535147,hipoteca,2026-07-19
2019-03-24,60.83922425110395,hipoteca,2026-07-19
2019-03-31,64.41800214822771,hipoteca,2026-07-19
2019-04-07,60.83922425110395,hipoteca,2026-07-19
2019-04-14,51.89227950829454,hipoteca,2026-07-19
2019-04-21,59.049835302542064,hipoteca,2026-07-19
2019-04-28,53.68166845685642,hipoteca,2026-07-19
2019-05-05,60.83922425110395,hipoteca,2026-07-19
2019-05-12,59.049835302542064,hipoteca,2026-07-19
2019-05-19,59.049835302542064,hipoteca,2026-07-19
2019-05-26,53.68166845685642,hipoteca,2026-07-19
2019-06-02,59.049835302542064,hipoteca,2026-07-19
2019-06-09,57.260446353980186,hipoteca,2026-07-19
2019-06-16,59.049835302542064,hipoteca,2026-07-19
2019-06-23,53.68166845685642,hipoteca,2026-07-19
2019-06-30,57.260446353980186,hipoteca,2026-07-19
2019-07-07,53.68166845685642,hipoteca,2026-07-19
2019-07-14,55.47105740541831,hipoteca,2026-07-19
2019-07-21,55.47105740541831,hipoteca,2026-07-19
2019-07-28,55.47105740541831,hipoteca,2026-07-19
2019-08-04,57.260446353980186,hipoteca,2026-07-19
2019-08-11,50.102890559732664,hipoteca,2026-07-19
2019-08-18,57.260446353980186,hipoteca,2026-07-19
2019-08-25,62.62861319966583,hipoteca,2026-07-19
2019-09-01,62.62861319966583,hipoteca,2026-07-19
2019-09-08,60.83922425110395,hipoteca,2026-07-19
2019-09-15,60.83922425110395,hipoteca,2026-07-19
2019-09-22,60.83922425110395,hipoteca,2026-07-19
2019-09-29,60.83922425110395,hipoteca,2026-07-19
2019-10-06,62.62861319966583,hipoteca,2026-07-19
2019-10-13,53.68166845685642,hipoteca,2026-07-19
2019-10-20,53.68166845685642,hipoteca,2026-07-19
2019-10-27,51.89227950829454,hipoteca,2026-07-19
2019-11-03,57.260446353980186,hipoteca,2026-07-19
2019-11-10,55.47105740541831,hipoteca,2026-07-19
2019-11-17,57.260446353980186,hipoteca,2026-07-19
2019-11-24,51.89227950829454,hipoteca,2026-07-19
2019-12-01,50.102890559732664,hipoteca,2026-07-19
2019-12-08,48.31350161117078,hipoteca,2026-07-19
2019-12-15,48.31350161117078,hipoteca,2026-07-19
2019-12-22,48.31350161117078,hipoteca,2026-07-19
2019-12-29,51.89227950829454,hipoteca,2026-07-19
2020-01-05,53.68166845685642,hipoteca,2026-07-19
2020-01-12,62.62861319966583,hipoteca,2026-07-19
2020-01-19,59.049835302542064,hipoteca,2026-07-19
2020-01-26,62.62861319966583,hipoteca,2026-07-19
2020-02-02,67.99678004535147,hipoteca,2026-07-19
2020-02-09,60.83922425110395,hipoteca,2026-07-19
2020-02-16,64.41800214822771,hipoteca,2026-07-19
2020-02-23,60.83922425110395,hipoteca,2026-07-19
2020-03-01,69.78616899391335,hipoteca,2026-07-19
2020-03-08,48.31350161117078,hipoteca,2026-07-19
2020-03-15,51.89227950829454,hipoteca,2026-07-19
2020-03-22,55.47105740541831,hipoteca,2026-07-19
2020-03-29,53.68166845685642,hipoteca,2026-07-19
2020-04-05,48.31350161117078,hipoteca,2026-07-19
2020-04-12,48.31350161117078,hipoteca,2026-07-19
2020-04-19,48.31350161117078,hipoteca,2026-07-19
2020-04-26,44.73472371404702,hipoteca,2026-07-19
2020-05-03,46.5241126626089,hipoteca,2026-07-19
2020-05-10,51.89227950829454,hipoteca,2026-07-19
2020-05-17,60.83922425110395,hipoteca,2026-07-19
2020-05-24,66.20739109678959,hipoteca,2026-07-19
2020-05-31,69.78616899391335,hipoteca,2026-07-19
2020-06-07,69.78616899391335,hipoteca,2026-07-19
2020-06-14,76.94372478816088,hipoteca,2026-07-19
2020-06-21,64.41800214822771,hipoteca,2026-07-19
2020-06-28,66.20739109678959,hipoteca,2026-07-19
2020-07-05,66.20739109678959,hipoteca,2026-07-19
2020-07-12,75.154335839599,hipoteca,2026-07-19
2020-07-19,73.3649468910371,hipoteca,2026-07-19
2020-07-26,60.83922425110395,hipoteca,2026-07-19
2020-08-02,60.83922425110395,hipoteca,2026-07-19
2020-08-09,60.83922425110395,hipoteca,2026-07-19
2020-08-16,64.41800214822771,hipoteca,2026-07-19
2020-08-23,66.20739109678959,hipoteca,2026-07-19
2020-08-30,60.83922425110395,hipoteca,2026-07-19
2020-09-06,64.41800214822771,hipoteca,2026-07-19
2020-09-13,64.41800214822771,hipoteca,2026-07-19
2020-09-20,59.049835302542064,hipoteca,2026-07-19
2020-09-27,59.049835302542064,hipoteca,2026-07-19
2020-10-04,62.62861319966583,hipoteca,2026-07-19
2020-10-11,57.260446353980186,hipoteca,2026-07-19
2020-10-18,71.57555794247523,hipoteca,2026-07-19
2020-10-25,62.62861319966583,hipoteca,2026-07-19
2020-11-01,59.049835302542064,hipoteca,2026-07-19
2020-11-08,66.20739109678959,hipoteca,2026-07-19
2020-11-15,69.78616899391335,hipoteca,2026-07-19
2020-11-22,57.260446353980186,hipoteca,2026-07-19
2020-11-29,57.260446353980186,hipoteca,2026-07-19
2020-12-06,50.102890559732664,hipoteca,2026-07-19
2020-12-13,64.41800214822771,hipoteca,2026-07-19
2020-12-20,55.47105740541831,hipoteca,2026-07-19
2020-12-27,62.62861319966583,hipoteca,2026-07-19
2021-01-03,54.29006069936746,hipoteca,2026-07-19
2021-01-10,58.69195751282969,hipoteca,2026-07-19
2021-01-17,61.62655538847117,hipoteca,2026-07-19
2021-01-24,82.16874051796157,hipoteca,2026-07-19
2021-01-31,86.57063733142378,hipoteca,2026-07-19
2021-02-07,74.83224582885785,hipoteca,2026-07-19
2021-02-14,73.3649468910371,hipoteca,2026-07-19
2021-02-21,74.83224582885785,hipoteca,2026-07-19
2021-02-28,66.02845220193339,hipoteca,2026-07-19
2021-03-07,66.02845220193339,hipoteca,2026-07-19
2021-03-14,66.02845220193339,hipoteca,2026-07-19
